"movie","views","title"
"3082",39,"World Is Not Enough, The (1999)"
"3174",39,"Man on the Moon (1999)"
"3300",39,"Pitch Black (2000)"
"3826",39,"Hollow Man (2000)"
"4148",39,"Hannibal (2001)"
"6188",39,"Old School (2003)"
"6936",39,"Elf (2003)"
"7451",39,"Mean Girls (2004)"
"8528",39,"Dodgeball: A True Underdog Story (2004)"
"8949",39,"Sideways (2004)"
"27773",39,"Old Boy (2003)"
"40819",39,"Walk the Line (2005)"
"53996",39,"Transformers (2007)"
"58998",39,"Forgetting Sarah Marshall (2008)"
"59615",39,"Indiana Jones and the Kingdom of the Crystal Skull (2008)"
"61323",39,"Burn After Reading (2008)"
"29",38,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
"31",38,"Dangerous Minds (1995)"
"277",38,"Miracle on 34th Street (1994)"
"315",38,"Specialist, The (1994)"
"2018",38,"Bambi (1942)"
"2124",38,"Addams Family, The (1991)"
"2289",38,"Player, The (1992)"
"2420",38,"Karate Kid, The (1984)"
"2770",38,"Bowfinger (1999)"
"3362",38,"Dog Day Afternoon (1975)"
"3702",38,"Mad Max (1979)"
"7090",38,"Hero (Ying xiong) (2002)"
"8533",38,"Notebook, The (2004)"
"8950",38,"The Machinist (2004)"
"8972",38,"National Treasure (2004)"
"44665",38,"Lucky Number Slevin (2006)"
"51540",38,"Zodiac (2007)"
"79091",38,"Despicable Me (2010)"
"91542",38,"Sherlock Holmes: A Game of Shadows (2011)"
"112552",38,"Whiplash (2014)"
"58",37,"Postman, The (Postino, Il) (1994)"
"455",37,"Free Willy (1993)"
"832",37,"Ransom (1996)"
"1020",37,"Cool Runnings (1993)"
"1093",37,"Doors, The (1991)"
"2021",37,"Dune (1984)"
"3967",37,"Billy Elliot (2000)"
"4016",37,"Emperor's New Groove, The (2000)"
"5266",37,"Panic Room (2002)"
"5971",37,"My Neighbor Totoro (Tonari no Totoro) (1988)"
"8376",37,"Napoleon Dynamite (2004)"
"8622",37,"Fahrenheit 9/11 (2004)"
"30810",37,"Life Aquatic with Steve Zissou, The (2004)"
"55765",37,"American Gangster (2007)"
"64957",37,"Curious Case of Benjamin Button, The (2008)"
"92259",37,"Intouchables (2011)"
"112556",37,"Gone Girl (2014)"
"22",36,"Copycat (1995)"
"180",36,"Mallrats (1995)"
"345",36,"Adventures of Priscilla, Queen of the Desert, The (1994)"
"585",36,"Brady Bunch Movie, The (1995)"
"671",36,"Mystery Science Theater 3000: The Movie (1996)"
"902",36,"Breakfast at Tiffany's (1961)"
"1059",36,"William Shakespeare's Romeo + Juliet (1996)"
"1060",36,"Swingers (1996)"
"1345",36,"Carrie (1976)"
"2231",36,"Rounders (1998)"
"2581",36,"Never Been Kissed (1999)"
"2948",36,"From Russia with Love (1963)"
"3034",36,"Robin Hood (1973)"
"3101",36,"Fatal Attraction (1987)"
"3108",36,"Fisher King, The (1991)"
"3247",36,"Sister Act (1992)"
"3510",36,"Frequency (2000)"
"4638",36,"Jurassic Park III (2001)"
"6947",36,"Master and Commander: The Far Side of the World (2003)"
"34150",36,"Fantastic Four (2005)"
"44195",36,"Thank You for Smoking (2006)"
"119145",36,"Kingsman: The Secret Service (2015)"
"170",35,"Hackers (1995)"
"193",35,"Showgirls (1995)"
"256",35,"Junior (1994)"
"628",35,"Primal Fear (1996)"
"719",35,"Multiplicity (1996)"
"805",35,"Time to Kill, A (1996)"
"914",35,"My Fair Lady (1964)"
"1029",35,"Dumbo (1941)"
"1084",35,"Bonnie and Clyde (1967)"
"1249",35,"Femme Nikita, La (Nikita) (1990)"
"2427",35,"Thin Red Line, The (1998)"
"3361",35,"Bull Durham (1988)"
"3409",35,"Final Destination (2000)"
"3809",35,"What About Bob? (1991)"
"7445",35,"Man on Fire (2004)"
"30812",35,"Aviator, The (2004)"
"31696",35,"Constantine (2005)"
"36529",35,"Lord of War (2005)"
"38061",35,"Kiss Kiss Bang Bang (2005)"
"60040",35,"Incredible Hulk, The (2008)"
"63113",35,"Quantum of Solace (2008)"
"66097",35,"Coraline (2009)"
"60",34,"Indian in the Cupboard, The (1995)"
"327",34,"Tank Girl (1995)"
"362",34,"Jungle Book, The (1994)"
"524",34,"Rudy (1993)"
"969",34,"African Queen, The (1951)"
"1172",34,"Cinema Paradiso (Nuovo cinema Paradiso) (1989)"
"1261",34,"Evil Dead II (Dead by Dawn) (1987)"
"1287",34,"Ben-Hur (1959)"
"1663",34,"Stripes (1981)"
"1947",34,"West Side Story (1961)"
"2140",34,"Dark Crystal, The (1982)"
"3698",34,"Running Man, The (1987)"
"3882",34,"Bring It On (2000)"
"4344",34,"Swordfish (2001)"
"4641",34,"Ghost World (2001)"
"4734",34,"Jay and Silent Bob Strike Back (2001)"
"5254",34,"Blade II (2002)"
"6287",34,"Anger Management (2003)"
"6708",34,"Matchstick Men (2003)"
"8807",34,"Harold and Kumar Go to White Castle (2004)"
"39183",34,"Brokeback Mountain (2005)"
"44555",34,"Lives of Others, The (Das leben der Anderen) (2006)"
"45720",34,"Devil Wears Prada, The (2006)"
"54259",34,"Stardust (2007)"
"64839",34,"Wrestler, The (2008)"
"64969",34,"Yes Man (2008)"
"69481",34,"Hurt Locker, The (2008)"
"85414",34,"Source Code (2011)"
"86332",34,"Thor (2011)"
"265",33,"Like Water for Chocolate (Como agua para chocolate) (1992)"
"342",33,"Muriel's Wedding (1994)"
"610",33,"Heavy Metal (1981)"
"637",33,"Sgt. Bilko (1996)"
"837",33,"Matilda (1996)"
"1047",33,"Long Kiss Goodnight, The (1996)"
"1244",33,"Manhattan (1979)"
"1272",33,"Patton (1970)"
"1882",33,"Godzilla (1998)"
"1918",33,"Lethal Weapon 4 (1998)"
"2145",33,"Pretty in Pink (1986)"
"2300",33,"Producers, The (1968)"
"2393",33,"Star Trek: Insurrection (1998)"
"2949",33,"Dr. No (1962)"
"3396",33,"Muppet Movie, The (1979)"
"3555",33,"U-571 (2000)"
"3681",33,"For a Few Dollars More (Per qualche dollaro in più) (1965)"
"3988",33,"How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)"
"4015",33,"Dude, Where's My Car? (2000)"
"4874",33,"K-PAX (2001)"
"5388",33,"Insomnia (2002)"
"5673",33,"Punch-Drunk Love (2002)"
"6534",33,"Hulk (2003)"
"6754",33,"Underworld (2003)"
"8957",33,"Saw (2004)"
"30825",33,"Meet the Fockers (2004)"
"53322",33,"Ocean's Thirteen (2007)"
"61132",33,"Tropic Thunder (2008)"
"45",32,"To Die For (1995)"
"303",32,"Quick and the Dead, The (1995)"
"1644",32,"I Know What You Did Last Summer (1997)"
"1911",32,"Dr. Dolittle (1998)"
"1912",32,"Out of Sight (1998)"
"2160",32,"Rosemary's Baby (1968)"
"2944",32,"Dirty Dozen, The (1967)"
"3257",32,"Bodyguard, The (1992)"
"3285",32,"Beach, The (2000)"
"4361",32,"Tootsie (1982)"
"5064",32,"The Count of Monte Cristo (2002)"
"6157",32,"Daredevil (2003)"
"6281",32,"Phone Booth (2002)"
"6541",32,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
"8917",32,"Team America: World Police (2004)"
"8970",32,"Finding Neverland (2004)"
"53972",32,"Live Free or Die Hard (2007)"
"68237",32,"Moon (2009)"
"72011",32,"Up in the Air (2009)"
"88129",32,"Drive (2011)"
"88140",32,"Captain America: The First Avenger (2011)"
"96610",32,"Looper (2012)"
"102125",32,"Iron Man 3 (2013)"
"104841",32,"Gravity (2013)"
"152081",32,"Zootopia (2016)"
"65",31,"Bio-Dome (1996)"
"135",31,"Down Periscope (1996)"
"272",31,"Madness of King George, The (1994)"
"724",31,"Craft, The (1996)"
"1405",31,"Beavis and Butt-Head Do America (1996)"
"1566",31,"Hercules (1997)"
"1587",31,"Conan the Barbarian (1982)"
"1717",31,"Scream 2 (1997)"
"1747",31,"Wag the Dog (1997)"
"1805",31,"Wild Things (1998)"
"2064",31,"Roger & Me (1989)"
"2953",31,"Home Alone 2: Lost in New York (1992)"
"3006",31,"Insider, The (1999)"
"3256",31,"Patriot Games (1992)"
"3386",31,"JFK (1991)"
"4321",31,"City Slickers (1991)"
"4446",31,"Final Fantasy: The Spirits Within (2001)"
"4701",31,"Rush Hour 2 (2001)"
"4890",31,"Shallow Hal (2001)"
"5630",31,"Red Dragon (2002)"
"34319",31,"Island, The (2005)"
"46723",31,"Babel (2006)"
"61024",31,"Pineapple Express (2008)"
"72641",31,"Blind Side, The  (2009)"
"88163",31,"Crazy, Stupid, Love. (2011)"
"97938",31,"Life of Pi (2012)"
"108932",31,"The Lego Movie (2014)"
"110102",31,"Captain America: The Winter Soldier (2014)"
"139385",31,"The Revenant (2015)"
"204",30,"Under Siege 2: Dark Territory (1995)"
"348",30,"Bullets Over Broadway (1994)"
"838",30,"Emma (1996)"
"915",30,"Sabrina (1954)"
"1267",30,"Manchurian Candidate, The (1962)"
"1271",30,"Fried Green Tomatoes (1991)"
"1373",30,"Star Trek V: The Final Frontier (1989)"
"1479",30,"Saint, The (1997)"
"2058",30,"Negotiator, The (1998)"
"2403",30,"First Blood (Rambo: First Blood) (1982)"
"2423",30,"Christmas Vacation (National Lampoon's Christmas Vacation) (1989)"
"2501",30,"October Sky (1999)"
"2871",30,"Deliverance (1972)"
"5219",30,"Resident Evil (2002)"
"7022",30,"Battle Royale (Batoru rowaiaru) (2000)"
"38038",30,"Wallace & Gromit in The Curse of the Were-Rabbit (2005)"
"56757",30,"Sweeney Todd: The Demon Barber of Fleet Street (2007)"
"84152",30,"Limitless (2011)"
"95167",30,"Brave (2012)"
"95510",30,"Amazing Spider-Man, The (2012)"
"97921",30,"Silver Linings Playbook (2012)"
"111362",30,"X-Men: Days of Future Past (2014)"
"246",29,"Hoop Dreams (1994)"
"647",29,"Courage Under Fire (1996)"
"743",29,"Spy Hard (1996)"
"898",29,"Philadelphia Story, The (1940)"
"1061",29,"Sleepers (1996)"
"1269",29,"Arsenic and Old Lace (1944)"
"1339",29,"Dracula (Bram Stoker's Dracula) (1992)"
"1513",29,"Romy and Michele's High School Reunion (1997)"
"1831",29,"Lost in Space (1998)"
"2384",29,"Babe: Pig in the City (1998)"
"2411",29,"Rocky IV (1985)"
"2421",29,"Karate Kid, Part II, The (1986)"
"2485",29,"She's All That (1999)"
"2722",29,"Deep Blue Sea (1999)"
"3168",29,"Easy Rider (1969)"
"3273",29,"Scream 3 (2000)"
"3450",29,"Grumpy Old Men (1993)"
"3745",29,"Titan A.E. (2000)"
"3825",29,"Coyote Ugly (2000)"
"5444",29,"Lilo & Stitch (2002)"
"6155",29,"How to Lose a Guy in 10 Days (2003)"
"60074",29,"Hancock (2008)"
"94959",29,"Moonrise Kingdom (2012)"
"106696",29,"Frozen (2013)"
"115149",29,"John Wick (2014)"
"24",28,"Powder (1995)"
"52",28,"Mighty Aphrodite (1995)"
"198",28,"Strange Days (1995)"
"273",28,"Mary Shelley's Frankenstein (Frankenstein) (1994)"
"968",28,"Night of the Living Dead (1968)"
"1027",28,"Robin Hood: Prince of Thieves (1991)"
"1077",28,"Sleeper (1973)"
"1223",28,"Grand Day Out with Wallace and Gromit, A (1989)"
"1299",28,"Killing Fields, The (1984)"
"2150",28,"Gods Must Be Crazy, The (1980)"
"2243",28,"Broadcast News (1987)"
"2335",28,"Waterboy, The (1998)"
"2788",28,"Monty Python's And Now for Something Completely Different (1971)"
"3186",28,"Girl, Interrupted (1999)"
"3740",28,"Big Trouble in Little China (1986)"
"4019",28,"Finding Forrester (2000)"
"4232",28,"Spy Kids (2001)"
"5620",28,"Sweet Home Alabama (2002)"
"45186",28,"Mission: Impossible III (2006)"
"46970",28,"Talladega Nights: The Ballad of Ricky Bobby (2006)"
"56782",28,"There Will Be Blood (2007)"
"60756",28,"Step Brothers (2008)"
"74789",28,"Alice in Wonderland (2010)"
"82459",28,"True Grit (2010)"
"97304",28,"Argo (2012)"
"115713",28,"Ex Machina (2015)"
"720",27,"Wallace & Gromit: The Best of Aardman Animation (1996)"
"741",27,"Ghost in the Shell (Kôkaku kidôtai) (1995)"
"880",27,"Island of Dr. Moreau, The (1996)"
"909",27,"Apartment, The (1960)"
"922",27,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)"
"1021",27,"Angels in the Outfield (1994)"
"1120",27,"People vs. Larry Flynt, The (1996)"
"1179",27,"Grifters, The (1990)"
"1257",27,"Better Off Dead... (1985)"
"1293",27,"Gandhi (1982)"
"1347",27,"Nightmare on Elm Street, A (1984)"
"1499",27,"Anaconda (1997)"
"1982",27,"Halloween (1978)"
"2109",27,"Jerk, The (1979)"
"2232",27,"Cube (1997)"
"2431",27,"Patch Adams (1998)"
"3072",27,"Moonstruck (1987)"
"3252",27,"Scent of a Woman (1992)"
"3254",27,"Wayne's World 2 (1993)"
"3269",27,"Forever Young (1992)"
"3424",27,"Do the Right Thing (1989)"
"3968",27,"Bedazzled (2000)"
"4002",27,"Planes, Trains & Automobiles (1987)"
"4343",27,"Evolution (2001)"
"4700",27,"Princess Diaries, The (2001)"
"4901",27,"Spy Game (2001)"
"5013",27,"Gosford Park (2001)"
"5872",27,"Die Another Day (2002)"
"6503",27,"Charlie's Angels: Full Throttle (2003)"
"6787",27,"All the President's Men (1976)"
"8873",27,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
"37733",27,"History of Violence, A (2005)"
"40629",27,"Pride & Prejudice (2005)"
"52281",27,"Grindhouse (2007)"
"57368",27,"Cloverfield (2008)"
"80549",27,"Easy A (2010)"
"88744",27,"Rise of the Planet of the Apes (2011)"
"94864",27,"Prometheus (2012)"
"102445",27,"Star Trek Into Darkness (2013)"
"122892",27,"Avengers: Age of Ultron (2015)"
"122900",27,"Ant-Man (2015)"
"122918",27,"Guardians of the Galaxy 2 (2017)"
"166528",27,"Rogue One: A Star Wars Story (2016)"
"107",26,"Muppet Treasure Island (1996)"
"413",26,"Airheads (1994)"
"916",26,"Roman Holiday (1953)"
"1235",26,"Harold and Maude (1971)"
"1476",26,"Private Parts (1997)"
"1591",26,"Spawn (1997)"
"1614",26,"In & Out (1997)"
"1960",26,"Last Emperor, The (1987)"
"2082",26,"Mighty Ducks, The (1992)"
"2359",26,"Waking Ned Devine (a.k.a. Waking Ned) (1998)"
"2409",26,"Rocky II (1979)"
"2478",26,"¡Three Amigos! (1986)"
"2616",26,"Dick Tracy (1990)"
"2795",26,"National Lampoon's Vacation (1983)"
"2826",26,"13th Warrior, The (1999)"
"3148",26,"Cider House Rules, The (1999)"
"3264",26,"Buffy the Vampire Slayer (1992)"
"3476",26,"Jacob's Ladder (1990)"
"3556",26,"Virgin Suicides, The (1999)"
"3638",26,"Moonraker (1979)"
"3869",26,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
"3969",26,"Pay It Forward (2000)"
"4128",26,"Lost Boys, The (1987)"
"4388",26,"Scary Movie 2 (2001)"
"5574",26,"Transporter, The (2002)"
"5945",26,"About Schmidt (2002)"
"6957",26,"Bad Santa (2003)"
"8783",26,"Village, The (2004)"
"53519",26,"Death Proof (2007)"
"68319",26,"X-Men Origins: Wolverine (2009)"
"89492",26,"Moneyball (2011)"
"93510",26,"21 Jump Street (2012)"
"106487",26,"The Hunger Games: Catching Fire (2013)"
"112183",26,"Birdman: Or (The Unexpected Virtue of Ignorance) (2014)"
"148626",26,"Big Short, The (2015)"
"164179",26,"Arrival (2016)"
"374",25,"Richie Rich (1994)"
"475",25,"In the Name of the Father (1993)"
"1025",25,"Sword in the Stone, The (1963)"
"1086",25,"Dial M for Murder (1954)"
"1253",25,"Day the Earth Stood Still, The (1951)"
"1343",25,"Cape Fear (1991)"
"1378",25,"Young Guns (1988)"
"1590",25,"Event Horizon (1997)"
"1680",25,"Sliding Doors (1998)"
"1801",25,"Man in the Iron Mask, The (1998)"
"2020",25,"Dangerous Liaisons (1988)"
"2186",25,"Strangers on a Train (1951)"
"2352",25,"Big Chill, The (1983)"
"2366",25,"King Kong (1933)"
"2394",25,"Prince of Egypt, The (1998)"
"2598",25,"Pushing Tin (1999)"
"2872",25,"Excalibur (1981)"
"2986",25,"RoboCop 2 (1990)"
"3005",25,"Bone Collector, The (1999)"
"3438",25,"Teenage Mutant Ninja Turtles (1990)"
"3462",25,"Modern Times (1936)"
"3534",25,"28 Days (2000)"
"3608",25,"Pee-wee's Big Adventure (1985)"
"3798",25,"What Lies Beneath (2000)"
"4823",25,"Serendipity (2001)"
"5617",25,"Secretary (2002)"
"6953",25,"21 Grams (2003)"
"8983",25,"House of Flying Daggers (Shi mian mai fu) (2004)"
"27706",25,"Lemony Snicket's A Series of Unfortunate Events (2004)"
"46530",25,"Superman Returns (2006)"
"51935",25,"Shooter (2007)"
"53953",25,"1408 (2007)"
"54997",25,"3:10 to Yuma (2007)"
"67255",25,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
"86882",25,"Midnight in Paris (2011)"
"106489",25,"Hobbit: The Desolation of Smaug, The (2013)"
"106920",25,"Her (2013)"
"168252",25,"Logan (2017)"
"215",24,"Before Sunrise (1995)"
"230",24,"Dolores Claiborne (1995)"
"307",24,"Three Colors: Blue (Trois couleurs: Bleu) (1993)"
"515",24,"Remains of the Day, The (1993)"
"531",24,"Secret Garden, The (1993)"
"926",24,"All About Eve (1950)"
"1031",24,"Bedknobs and Broomsticks (1971)"
"1037",24,"Lawnmower Man, The (1992)"
"1125",24,"Return of the Pink Panther, The (1975)"
"1212",24,"Third Man, The (1949)"
"1357",24,"Shine (1996)"
"1385",24,"Under Siege (1992)"
"1438",24,"Dante's Peak (1997)"
"1449",24,"Waiting for Guffman (1996)"
"1711",24,"Midnight in the Garden of Good and Evil (1997)"
"1883",24,"Bulworth (1998)"
"1945",24,"On the Waterfront (1954)"
"2046",24,"Flight of the Navigator (1986)"
"2108",24,"L.A. Story (1991)"
"2369",24,"Desperately Seeking Susan (1985)"
"2371",24,"Fletch (1985)"
"2410",24,"Rocky III (1982)"
"2471",24,"Crocodile Dundee II (1988)"
"2528",24,"Logan's Run (1976)"
"2687",24,"Tarzan (1999)"
"2993",24,"Thunderball (1965)"
"3037",24,"Little Big Man (1970)"
"3087",24,"Scrooged (1988)"
"3098",24,"Natural, The (1984)"
"3704",24,"Mad Max Beyond Thunderdome (1985)"
"3979",24,"Little Nicky (2000)"
"4489",24,"Coming to America (1988)"
"5103",24,"Sandlot, The (1993)"
"5110",24,"Super Troopers (2001)"
"5507",24,"xXx (2002)"
"6350",24,"Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)"
"6593",24,"Freaky Friday (2003)"
"7173",24,"Along Came Polly (2004)"
"7454",24,"Van Helsing (2004)"
"49286",24,"Holiday, The (2006)"
"56775",24,"National Treasure: Book of Secrets (2007)"
"66934",24,"Dr. Horrible's Sing-Along Blog (2008)"
"81847",24,"Tangled (2010)"
"86880",24,"Pirates of the Caribbean: On Stranger Tides (2011)"
"87869",24,"Horrible Bosses (2011)"
"101",23,"Bottle Rocket (1996)"
"105",23,"Bridges of Madison County, The (1995)"
"562",23,"Welcome to the Dollhouse (1995)"
"799",23,"Frighteners, The (1996)"
"866",23,"Bound (1996)"
"933",23,"To Catch a Thief (1955)"
"1186",23,"Sex, Lies, and Videotape (1989)"
"1256",23,"Duck Soup (1933)"
"1298",23,"Pink Floyd: The Wall (1982)"
"1321",23,"American Werewolf in London, An (1981)"
"1409",23,"Michael (1996)"
"1779",23,"Sphere (1998)"
"1792",23,"U.S. Marshals (1998)"
"1962",23,"Driving Miss Daisy (1989)"
"2052",23,"Hocus Pocus (1993)"
"2336",23,"Elizabeth (1998)"
"2428",23,"Faculty, The (1998)"
"2496",23,"Blast from the Past (1999)"
"2805",23,"Mickey Blue Eyes (1999)"
"2840",23,"Stigmata (1999)"
"2991",23,"Live and Let Die (1973)"
"3107",23,"Backdraft (1991)"
"3827",23,"Space Cowboys (2000)"
"4023",23,"Family Man, The (2000)"
"4161",23,"Mexican, The (2001)"
"4235",23,"Amores Perros (Love's a Bitch) (2000)"
"7099",23,"Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)"
"7323",23,"Good bye, Lenin! (2003)"
"8371",23,"Chronicles of Riddick, The (2004)"
"37741",23,"Capote (2005)"
"44022",23,"Ice Age 2: The Meltdown (2006)"
"45672",23,"Click (2006)"
"46972",23,"Night at the Museum (2006)"
"81932",23,"Fighter, The (2010)"
"116823",23,"The Hunger Games: Mockingjay - Part 1 (2014)"
"117529",23,"Jurassic World (2015)"
"203",22,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
"227",22,"Drop Zone (1994)"
"237",22,"Forget Paris (1995)"
"276",22,"Milk Money (1994)"
"468",22,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
"748",22,"Arrival, The (1996)"
"1188",22,"Strictly Ballroom (1992)"
"1231",22,"Right Stuff, The (1983)"
"1350",22,"Omen, The (1976)"
"1586",22,"G.I. Jane (1997)"
"1952",22,"Midnight Cowboy (1969)"
"1958",22,"Terms of Endearment (1983)"
"2096",22,"Sleeping Beauty (1959)"
"2134",22,"Weird Science (1985)"
"2245",22,"Working Girl (1988)"
"2378",22,"Police Academy (1984)"
"2391",22,"Simple Plan, A (1998)"
"2600",22,"eXistenZ (1999)"
"2642",22,"Superman III (1983)"
"2707",22,"Arlington Road (1999)"
"3100",22,"River Runs Through It, A (1992)"
"3104",22,"Midnight Run (1988)"
"3105",22,"Awakenings (1990)"
"3263",22,"White Men Can't Jump (1992)"
"3317",22,"Wonder Boys (2000)"
"3360",22,"Hoosiers (a.k.a. Best Shot) (1986)"
"3504",22,"Network (1976)"
"4069",22,"Wedding Planner, The (2001)"
"4105",22,"Evil Dead, The (1981)"
"5171",22,"Time Machine, The (2002)"
"5283",22,"National Lampoon's Van Wilder (2002)"
"5313",22,"The Scorpion King (2002)"
"5449",22,"Mr. Deeds (2002)"
"5954",22,"25th Hour (2002)"
"6323",22,"Identity (2003)"
"6773",22,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
"27904",22,"Scanner Darkly, A (2006)"
"54995",22,"Planet Terror (2007)"
"60072",22,"Wanted (2008)"
"63992",22,"Twilight (2008)"
"80489",22,"Town, The (2010)"
"91630",22,"Mission: Impossible - Ghost Protocol (2011)"
